study,latin_name,historic_low_limit,historic_mean_limit,historic_upper_limit,modern_low_limit,modern_mean_elevation,modern_upper_limit,change_low_limit,change_mean_elevation,change_upper_limit
Chen et al. 2009,Dooabia plana,1440,NA,2685,1885,NA,1885,445,NA,-800
Chen et al. 2009,Dooabia puncticostata,2260,NA,2260,1885,NA,1885,-375,NA,-375
Chen et al. 2009,Dysstroma pendleburyi,1885,NA,2685,2260,NA,2685,375,NA,0
Chen et al. 2009,Ecliptoptera furvoides,1440,NA,2685,1440,NA,2685,0,NA,0
Chen et al. 2009,Ectropis longiscapia,1265,NA,2260,1440,NA,2685,175,NA,425
Chen et al. 2009,Ectropis pais,1265,NA,2260,1440,NA,2685,175,NA,425
Chen et al. 2009,Episteira vacuefacta,1440,NA,2685,2260,NA,2260,820,NA,-425
Chen et al. 2009,Eriopithex lanaris,1265,NA,1265,1265,NA,1440,0,NA,175
Chen et al. 2009,Eucyclodes discata,1650,NA,2260,1440,NA,2260,-210,NA,0
Chen et al. 2009,Eupithecia costalis,1265,NA,1265,1265,NA,1265,0,NA,0
Chen et al. 2009,Eupithecia kamburonga,1775,NA,2260,1265,NA,2685,-510,NA,425
Chen et al. 2009,Eupithecia melanolopha,1440,NA,2260,1885,NA,2260,445,NA,0
Chen et al. 2009,Eupithecia mundiscripta,1265,NA,2260,1265,NA,2685,0,NA,425
Chen et al. 2009,Fascellina albicordis,1440,NA,1885,1440,NA,2685,0,NA,800
Chen et al. 2009,Fascellina altiplagiata,1440,NA,2685,1440,NA,2260,0,NA,-425
Chen et al. 2009,Fascellina plagiata,1265,NA,1885,1265,NA,1885,0,NA,0
Chen et al. 2009,Fritillerinnys clathraria,1265,NA,1265,1440,NA,1440,175,NA,175
Chen et al. 2009,Garaeus altapicata,2260,NA,2685,1885,NA,2685,-375,NA,0
Chen et al. 2009,Garaeus apicata,1265,NA,2260,1440,NA,2260,175,NA,0
Chen et al. 2009,Garaeus u-lucens,1775,NA,2260,1440,NA,2260,-335,NA,0
Chen et al. 2009,Gasterocome pannosaria,1265,NA,2685,1265,NA,2685,0,NA,0
Chen et al. 2009,Gymnoscelis fasciata,1265,NA,1265,1440,NA,1440,175,NA,175
Chen et al. 2009,Herochroma urapteraria,1265,NA,1885,1440,NA,1885,175,NA,0
Chen et al. 2009,Heterolocha polymorphoides,1265,NA,1885,1440,NA,2260,175,NA,375
Chen et al. 2009,Hypochrosis albodecorata,1440,NA,1885,1440,NA,1775,0,NA,-110
Chen et al. 2009,Hypochrosis binexata,1265,NA,1885,1265,NA,1885,0,NA,0
Chen et al. 2009,Hypochrosis cryptopyrrhata,1440,NA,1440,1440,NA,1885,0,NA,445
Chen et al. 2009,Hypochrosis hyadaria,1265,NA,2260,1265,NA,2260,0,NA,0
Chen et al. 2009,Hypochrosis sternaria,1265,NA,1265,1885,NA,1885,620,NA,620
Chen et al. 2009,Hypochrosis waterstradti,1265,NA,1885,1265,NA,1885,0,NA,0
Chen et al. 2009,Hypocometa clauda,1440,NA,1885,1885,NA,1885,445,NA,0
Chen et al. 2009,Hypocometa leptomita,1440,NA,2260,1885,NA,2685,445,NA,425
Chen et al. 2009,Hypocometa titanis,1885,NA,3675,2260,NA,3675,375,NA,0
Chen et al. 2009,Hypomecis glochinophora,1440,NA,1885,1885,NA,1885,445,NA,0
Chen et al. 2009,Hypomecis lioptilaria,1265,NA,1440,1440,NA,1885,175,NA,445
Chen et al. 2009,Idaea themeropis,2685,NA,2685,1775,NA,2260,-910,NA,-425
Chen et al. 2009,Idiochlora berwicki,1885,NA,1885,2260,NA,2260,375,NA,375
Chen et al. 2009,Idiochlora stictogramma,1885,NA,2260,2685,NA,2685,800,NA,425
Chen et al. 2009,Krananda semihyalina,1265,NA,1885,1885,NA,2260,620,NA,375
Chen et al. 2009,Lassaba vinacea,1265,NA,2685,1440,NA,2260,175,NA,-425
Chen et al. 2009,Lomographa luciferata,1440,NA,1885,1885,NA,1885,445,NA,0
Chen et al. 2009,Lophobates mesotoechia,1440,NA,1885,1265,NA,1440,-175,NA,-445
Chen et al. 2009,Lophophelma erionoma,1265,NA,1650,1265,NA,1885,0,NA,235
Chen et al. 2009,Lophophelma luteipes,1265,NA,2260,1265,NA,1885,0,NA,-375
Chen et al. 2009,Lophophelma rubroviridata,1265,NA,1885,1885,NA,1885,620,NA,0
Chen et al. 2009,Lophophelma vigens,1440,NA,1885,1885,NA,2260,445,NA,375
Chen et al. 2009,Luxiaria amasa,1265,NA,1885,1885,NA,1885,620,NA,0
Chen et al. 2009,Luxiaria emphatica,1265,NA,2685,1265,NA,2685,0,NA,0
Chen et al. 2009,Luxiaria hyalodela,1265,NA,2685,1440,NA,1885,175,NA,-800
Chen et al. 2009,Luxiaria mitorrhaphes,1265,NA,2685,1265,NA,2685,0,NA,0
Chen et al. 2009,Luxiaria subrasata,1265,NA,1265,1885,NA,1885,620,NA,620
Chen et al. 2009,Luxiaria tephrosaria,1265,NA,2685,1885,NA,2685,620,NA,0
Chen et al. 2009,Maxates thetydaria,1775,NA,1775,1885,NA,1885,110,NA,110
Chen et al. 2009,Maxates waterstradti,1440,NA,1440,1265,NA,1265,-175,NA,-175
Chen et al. 2009,Milionia fulgida,1885,NA,1885,1885,NA,2260,0,NA,375
Chen et al. 2009,Milionia pendleburyi,1775,NA,1775,1885,NA,1885,110,NA,110
Chen et al. 2009,Mixochlora vittata,1440,NA,1885,1885,NA,2260,445,NA,375
Chen et al. 2009,Myrioblephara bifida,1440,NA,2260,1265,NA,2685,-175,NA,425
Chen et al. 2009,Myrioblephara geniculata,1265,NA,1885,1440,NA,1885,175,NA,0
Chen et al. 2009,Myrioblephara simplaria,1265,NA,2260,1440,NA,2685,175,NA,425
Chen et al. 2009,Nadagara synocha,1440,NA,1885,1885,NA,1885,445,NA,0
Chen et al. 2009,Necyopa chloana,1885,NA,2685,2260,NA,2685,375,NA,0
Chen et al. 2009,Necyopa subtriangula,1440,NA,2260,1440,NA,2260,0,NA,0
Chen et al. 2009,Noreia anacardium,1265,NA,1885,1440,NA,1650,175,NA,-235
Chen et al. 2009,Omiza herois,1265,NA,1885,1440,NA,1885,175,NA,0
Chen et al. 2009,Omiza lycoraria,1265,NA,1440,1440,NA,1885,175,NA,445
Chen et al. 2009,Onagrodes oosyndica,1440,NA,1775,1265,NA,1265,-175,NA,-510
Chen et al. 2009,Organopoda cnecosticta,1775,NA,2260,1885,NA,2685,110,NA,425
Chen et al. 2009,Ornithospila submonstrans,1440,NA,1885,2260,NA,2260,820,NA,375
Chen et al. 2009,Ornithospila succincta,1440,NA,1885,1885,NA,1885,445,NA,0
Chen et al. 2009,Orthocabera similaria,1440,NA,2260,1440,NA,1885,0,NA,-375
Chen et al. 2009,Ourapteryx claretta,1265,NA,2260,1440,NA,2260,175,NA,0
Chen et al. 2009,Ourapteryx incaudata,1440,NA,1885,1265,NA,1885,-175,NA,0
Chen et al. 2009,Ourapteryx picticaudata,1265,NA,1440,1265,NA,1265,0,NA,-175
Chen et al. 2009,Oxymacaria temeraria,1265,NA,1265,1885,NA,1885,620,NA,620
Chen et al. 2009,Ozola apparata,1265,NA,1885,1440,NA,1885,175,NA,0
Chen et al. 2009,Ozola falcipennis,1265,NA,1885,1885,NA,1885,620,NA,0
Chen et al. 2009,Ozola submontana,1265,NA,2260,1440,NA,2260,175,NA,0
Chen et al. 2009,Papuarisme lagadani,2685,NA,2685,2685,NA,2685,0,NA,0
Chen et al. 2009,Papuarisme murudensis,1775,NA,2260,1885,NA,2685,110,NA,425
Chen et al. 2009,Papuarisme submontana,1440,NA,1440,1885,NA,1885,445,NA,445
Chen et al. 2009,Paramaxates posterecta,1885,NA,1885,1265,NA,1265,-620,NA,-620
Chen et al. 2009,Pasiphila chlorocampsis,2260,NA,3315,2260,NA,3675,0,NA,360
Chen et al. 2009,Pasiphila coelica,2685,NA,3085,2685,NA,3675,0,NA,590
Chen et al. 2009,Pasiphila eurystalides,2260,NA,2685,2260,NA,2685,0,NA,0
Chen et al. 2009,Pasiphila luteata,1885,NA,2685,1885,NA,3085,0,NA,400
Chen et al. 2009,Pasiphila palpata,1885,NA,3315,2260,NA,3315,375,NA,0
Chen et al. 2009,Pasiphila rubrifusa,1885,NA,2685,2260,NA,2685,375,NA,0
Chen et al. 2009,Pasiphila rufogrisea,1440,NA,2260,1440,NA,2685,0,NA,425
Chen et al. 2009,Pasiphila sayata,2685,NA,3675,2685,NA,3675,0,NA,0
Chen et al. 2009,Pasiphila subpalpata,1265,NA,1885,2260,NA,2260,995,NA,375
Chen et al. 2009,Pelagodes falsaria,1265,NA,2260,1265,NA,1885,0,NA,-375
Chen et al. 2009,Peratophyga sobrina,1440,NA,2260,1440,NA,1440,0,NA,-820
Chen et al. 2009,Peratophyga trigonata,1440,NA,1440,1440,NA,1440,0,NA,0
Chen et al. 2009,Perixera absconditaria,1440,NA,2260,1440,NA,2685,0,NA,425
Chen et al. 2009,Petelia delostigma,1265,NA,2260,1440,NA,2685,175,NA,425
Chen et al. 2009,Petelia medardaria,1265,NA,1775,1265,NA,1885,0,NA,110
Chen et al. 2009,Phthonoloba altissima,1885,NA,3675,2260,NA,3315,375,NA,-360
Chen et al. 2009,Phthonoloba caliginosa,2685,NA,2685,2685,NA,2685,0,NA,0
Chen et al. 2009,Phthonoloba lutosa,1440,NA,2685,1265,NA,2685,-175,NA,0
Chen et al. 2009,Phthonoloba stigmalephora,1885,NA,2685,2260,NA,2685,375,NA,0
Chen et al. 2009,Pingasa lariaria,1885,NA,2260,1885,NA,1885,0,NA,-375
Chen et al. 2009,Pingasa rubimontana,1265,NA,1775,1265,NA,1885,0,NA,110
Chen et al. 2009,Pingasa ruginaria,1885,NA,2260,1265,NA,1265,-620,NA,-995
Chen et al. 2009,Pingasa tapungkanana,1265,NA,1885,1885,NA,1885,620,NA,0
Chen et al. 2009,Platycerota balia,1440,NA,2260,1775,NA,1775,335,NA,-485
Chen et al. 2009,Platycerota percrinata,1265,NA,2685,1885,NA,2685,620,NA,0
Chen et al. 2009,Plutodes flavescens,1265,NA,1885,1885,NA,1885,620,NA,0
Chen et al. 2009,Poecilasthena character,1440,NA,2685,2260,NA,2685,820,NA,0
Chen et al. 2009,Poecilasthena nubivaga,3085,NA,3675,2260,NA,3675,-825,NA,0
Chen et al. 2009,Pogonopygia nigralbata,1440,NA,2685,1440,NA,2685,0,NA,0
Chen et al. 2009,Pogonopygia pavida,1265,NA,2685,1440,NA,2685,175,NA,0
Chen et al. 2009,Pomasia salutaris,1265,NA,2260,1265,NA,2260,0,NA,0
Chen et al. 2009,Problepsis borneamagna,1265,NA,1885,1885,NA,2685,620,NA,800
Chen et al. 2009,Problepsis plenorbis,1265,NA,1265,1265,NA,1265,0,NA,0
Chen et al. 2009,Prochasma dentilinea,1440,NA,1775,1650,NA,2260,210,NA,485
Chen et al. 2009,Pseudeuchromia maculifera,1265,NA,1885,1440,NA,1885,175,NA,0
Chen et al. 2009,Pseudocollix hyperythra,1775,NA,2260,1885,NA,1885,110,NA,-375
Chen et al. 2009,Psilalcis bisinuata,1440,NA,1775,1265,NA,1885,-175,NA,110
Chen et al. 2009,Racotis boarmiaria,1265,NA,2260,1440,NA,2685,175,NA,425
Chen et al. 2009,Sarcinodes reductatus,1265,NA,2685,1440,NA,1885,175,NA,-800
Chen et al. 2009,Sauris denigrata,1885,NA,1885,1885,NA,1885,0,NA,0
Chen et al. 2009,Sauris usta,1440,NA,2685,1885,NA,2260,445,NA,-425
Chen et al. 2009,Scopula leucopis,1440,NA,1885,1775,NA,1885,335,NA,0
Chen et al. 2009,Scopula pauperata,1885,NA,1885,1265,NA,1265,-620,NA,-620
Chen et al. 2009,Scopula voluptaria,1440,NA,1775,1885,NA,1885,445,NA,110
Chen et al. 2009,Spaniocentra apatelloides,1265,NA,1885,1650,NA,1885,385,NA,0
Chen et al. 2009,Syncosmia discisuffusa,1440,NA,2685,2260,NA,2685,820,NA,0
Chen et al. 2009,Syncosmia eurymesa,1265,NA,2685,1440,NA,2685,175,NA,0
Chen et al. 2009,Syncosmia layanga,2260,NA,2685,2260,NA,3085,0,NA,400
Chen et al. 2009,Syncosmia xanthocomes,1440,NA,1885,1440,NA,2685,0,NA,800
Chen et al. 2009,Synegia decolorata,1265,NA,2685,2685,NA,2685,1420,NA,0
Chen et al. 2009,Synegia obscura,1265,NA,2685,1440,NA,2260,175,NA,-425
Chen et al. 2009,Synegia ocellata,1440,NA,2260,1885,NA,2685,445,NA,425
Chen et al. 2009,Synegia punctinervis,1885,NA,2685,2685,NA,2685,800,NA,0
Chen et al. 2009,Synegiodes diffusifascia,1775,NA,1775,2260,NA,2260,485,NA,485
Chen et al. 2009,Tanaorhinus rafflesii,1265,NA,2685,1265,NA,2260,0,NA,-425
Chen et al. 2009,Tasta elliptica,1440,NA,1440,1885,NA,1885,445,NA,445
Chen et al. 2009,Tasta montana,1265,NA,1885,1440,NA,2260,175,NA,375
Chen et al. 2009,Thalassodes curiosa,1440,NA,1885,1440,NA,2260,0,NA,375
Chen et al. 2009,Timandra punctinervis,1440,NA,1885,1775,NA,1775,335,NA,-110
Chen et al. 2009,Trichopterigia sanguinipunctata,1885,NA,2260,1885,NA,2685,0,NA,425
Chen et al. 2009,Tripteridia dinosia,1650,NA,2685,2260,NA,2260,610,NA,-425
Chen et al. 2009,Tripteridia latistriga,1885,NA,2260,1885,NA,1885,0,NA,-375
Chen et al. 2009,Tripteridia subcomosa,1440,NA,1885,1885,NA,1885,445,NA,0
Chen et al. 2009,Tristeirometa bathylima,1440,NA,1885,2260,NA,2260,820,NA,375
Chen et al. 2009,Tristeirometa bostryx,1440,NA,1885,1650,NA,1885,210,NA,0
Chen et al. 2009,Tympanota arfakensis,1265,NA,3085,1440,NA,3315,175,NA,230
Chen et al. 2009,Tympanota ceramica,1265,NA,2685,1885,NA,2685,620,NA,0
Chen et al. 2009,Tympanota erecta,2260,NA,3675,2260,NA,3315,0,NA,-360
Chen et al. 2009,Xandrames latiferaria,1440,NA,1885,1440,NA,2260,0,NA,375
Chen et al. 2009,Xanthorhoe liwagu,1885,NA,1885,1885,NA,2685,0,NA,800
Chen et al. 2009,Xanthorhoe mesilauensis,1885,NA,2260,1650,NA,2685,-235,NA,425
Chen et al. 2009,Xerodes ypsaria,1265,NA,1885,1265,NA,1885,0,NA,0
Chen et al. 2009,Zamarada baliata,1440,NA,1885,1265,NA,1265,-175,NA,-620
Coals et al. 2018,Alkanna orientalis,1500,NA,2500,1375,NA,2575,-125,NA,75
Coals et al. 2018,Astragalus echinus,2000,NA,2600,1825,NA,2425,-175,NA,-175
Coals et al. 2018,Calipeltis cucullaris,1500,NA,2100,1425,NA,2425,-75,NA,325
Coals et al. 2018,Colchicum guessfeldtianum,1500,NA,2500,1925,NA,2325,425,NA,-175
Coals et al. 2018,Cotoneaster orbicularis,1800,NA,2200,1725,NA,2425,-75,NA,225
Coals et al. 2018,Crataegus x sinaica,1600,NA,2300,1625,NA,2375,25,NA,75
Coals et al. 2018,Globularia arabica,1700,NA,2100,1425,NA,2275,-275,NA,175
Coals et al. 2018,Nepeta septemcrenata,1700,NA,2640,1725,NA,2325,25,NA,-315
Coals et al. 2018,Origanum syriacum,1600,NA,2000,1425,NA,1975,-175,NA,-25
Coals et al. 2018,Phlomis aurea,1550,NA,2200,1375,NA,2425,-175,NA,225
Coals et al. 2018,Polygala sinaica,1900,NA,2640,1675,NA,2625,-225,NA,-15
Coals et al. 2018,Pterocephalus sanctus,1600,NA,2640,1625,NA,2575,25,NA,-65
Coals et al. 2018,Pulicaria undulata,1400,NA,1900,1375,NA,2175,-25,NA,275
Coals et al. 2018,Rubus sanctus,1800,NA,1800,1625,NA,1725,-175,NA,-75
Coals et al. 2018,Salvia multicaulis,1900,NA,2100,1725,NA,1975,-175,NA,-125
Coals et al. 2018,Scariola orientalis,1800,NA,2500,1525,NA,2325,-275,NA,-175
Coals et al. 2018,Silene leucophylla,1750,NA,2300,1425,NA,2625,-325,NA,325
Coals et al. 2018,Silene schimperiana,1500,NA,2300,1521,NA,2175,21,NA,-125
Coals et al. 2018,Stipa parviflora,1600,NA,2500,1525,NA,2325,-75,NA,-175
Coals et al. 2018,Thymus decussatus,1900,NA,2400,1725,NA,2275,-175,NA,-125
Coals et al. 2018,Verbascum decaisneanum,1600,NA,2300,1525,NA,2525,-75,NA,225
Coals et al. 2018,Verbascum sinaiticum,1500,NA,2400,1375,NA,2575,-125,NA,175
Comte & Grenouillet 2013,Abramis brama,NA,NA,NA,NA,NA,NA,-0.1,-1.03,48.64
Comte & Grenouillet 2013,Alburnoides bipunctatus,NA,NA,NA,NA,NA,NA,4.2,-4.47,-34.33
Comte & Grenouillet 2013,Alburnus alburnus,NA,NA,NA,NA,NA,NA,0.81,9.81,-6.46
Comte & Grenouillet 2013,Ameiurus melas,NA,NA,NA,NA,NA,NA,-1.46,-20.34,1.9
Comte & Grenouillet 2013,Anguilla anguilla,NA,NA,NA,NA,NA,NA,0.13,4.47,7.98
Comte & Grenouillet 2013,Barbatula barbatula,NA,NA,NA,NA,NA,NA,2.19,23.12,106.68
Comte & Grenouillet 2013,Barbus barbus,NA,NA,NA,NA,NA,NA,2.41,-2.63,-90.53
Comte & Grenouillet 2013,Barbus meridionalis,NA,NA,NA,NA,NA,NA,6.97,102.56,204.79
Comte & Grenouillet 2013,Blicca bjoerkna,NA,NA,NA,NA,NA,NA,0.04,19.51,618.65
Comte & Grenouillet 2013,Chondrostoma nasus,NA,NA,NA,NA,NA,NA,7.43,-7.33,-189.02
Comte & Grenouillet 2013,Cottus gobio,NA,NA,NA,NA,NA,NA,1.17,5.92,-54.43
Comte & Grenouillet 2013,Cyprinus carpio,NA,NA,NA,NA,NA,NA,0.43,15.08,68.29
Comte & Grenouillet 2013,Esox lucius,NA,NA,NA,NA,NA,NA,0.13,14.6,125.45
Comte & Grenouillet 2013,Gasterosteus aculeatus,NA,NA,NA,NA,NA,NA,-2.77,-0.28,41.27
Comte & Grenouillet 2013,Gobio gobio,NA,NA,NA,NA,NA,NA,0.6,9.43,65.09
Comte & Grenouillet 2013,Gymnocephalus cernua,NA,NA,NA,NA,NA,NA,1.02,43.49,392.73
Comte & Grenouillet 2013,Lepornis giboosus,NA,NA,NA,NA,NA,NA,0.49,12.89,30.8
Comte & Grenouillet 2013,Leuciscus leuciscus,NA,NA,NA,NA,NA,NA,1.87,14.18,104.23
Comte & Grenouillet 2013,Lota lota,NA,NA,NA,NA,NA,NA,11.95,63.07,346.07
Comte & Grenouillet 2013,Parachondrostoma toxostoma,NA,NA,NA,NA,NA,NA,1.01,7.21,21.61
Comte & Grenouillet 2013,Perca fluviatilis,NA,NA,NA,NA,NA,NA,0,-1.14,65.43
Comte & Grenouillet 2013,Phoxinus phoxinus,NA,NA,NA,NA,NA,NA,7.82,38.82,46.64
Comte & Grenouillet 2013,Pungitius pungitius,NA,NA,NA,NA,NA,NA,-1.07,7.49,25.91
Comte & Grenouillet 2013,Rutilus rutilus,NA,NA,NA,NA,NA,NA,0.47,5.58,-18.33
Comte & Grenouillet 2013,Salmo salar,NA,NA,NA,NA,NA,NA,1,122.35,715.66
Comte & Grenouillet 2013,Salmo trutta,NA,NA,NA,NA,NA,NA,1.63,65.19,22.74
Comte & Grenouillet 2013,Sander lucioperca,NA,NA,NA,NA,NA,NA,0.2,8.86,72.9
Comte & Grenouillet 2013,Scardinius erythrophthalmus,NA,NA,NA,NA,NA,NA,0.26,23.29,125.41
Comte & Grenouillet 2013,Squalius cephalus,NA,NA,NA,NA,NA,NA,1.13,4.38,32.39
Comte & Grenouillet 2013,Telestes souffia,NA,NA,NA,NA,NA,NA,23.57,45.36,10.93
Comte & Grenouillet 2013,Thymallus thymallus,NA,NA,NA,NA,NA,NA,82.11,190.97,427.86
Comte & Grenouillet 2013,Tinca tinca,NA,NA,NA,NA,NA,NA,-0.3,16.27,403.69
Crimmins et al. 2011,Abies concolor,NA,NA,NA,NA,NA,NA,NA,-25.1,NA
Crimmins et al. 2011,Abies magnifica,NA,NA,NA,NA,NA,NA,NA,147,NA
Crimmins et al. 2011,Adenostoma fasciculatum,NA,NA,NA,NA,NA,NA,NA,-12.9,NA
Crimmins et al. 2011,Aesculus californica,NA,NA,NA,NA,NA,NA,NA,-433.6,NA
Crimmins et al. 2011,Amelanchier alnifolia,NA,NA,NA,NA,NA,NA,NA,-276.8,NA
Crimmins et al. 2011,Arbutus menziesii,NA,NA,NA,NA,NA,NA,NA,234.3,NA
Crimmins et al. 2011,Arctostaphylos glauca,NA,NA,NA,NA,NA,NA,NA,41.4,NA
Crimmins et al. 2011,Arctostaphylos nevadensis,NA,NA,NA,NA,NA,NA,NA,-197,NA
Crimmins et al. 2011,Arctostaphylos viscida,NA,NA,NA,NA,NA,NA,NA,-100.8,NA
Crimmins et al. 2011,Artemisia tridentata,NA,NA,NA,NA,NA,NA,NA,-253.7,NA
Crimmins et al. 2011,Calocedrus decurrens,NA,NA,NA,NA,NA,NA,NA,-80,NA
Crimmins et al. 2011,Ceanothus cordulatus,NA,NA,NA,NA,NA,NA,NA,214.4,NA
Crimmins et al. 2011,Ceanothus cuneatus,NA,NA,NA,NA,NA,NA,NA,-129.9,NA
Crimmins et al. 2011,Ceanothus integerrimus,NA,NA,NA,NA,NA,NA,NA,-160.6,NA
Crimmins et al. 2011,Ceanothus prostratus,NA,NA,NA,NA,NA,NA,NA,-20.6,NA
Crimmins et al. 2011,Ceanothus velutinus,NA,NA,NA,NA,NA,NA,NA,-270.7,NA
Crimmins et al. 2011,Cercocarpus ledifolius,NA,NA,NA,NA,NA,NA,NA,-711.7,NA
Crimmins et al. 2011,Cercocarpus montanus,NA,NA,NA,NA,NA,NA,NA,-76,NA
Crimmins et al. 2011,Chamaebatia foliolosa,NA,NA,NA,NA,NA,NA,NA,23.7,NA
Crimmins et al. 2011,Chrysolepis chrysophylla,NA,NA,NA,NA,NA,NA,NA,-439.7,NA
Crimmins et al. 2011,Chrysolepis sempervirens,NA,NA,NA,NA,NA,NA,NA,211.2,NA
Crimmins et al. 2011,Cornus nuttallii,NA,NA,NA,NA,NA,NA,NA,-285.3,NA
Crimmins et al. 2011,Corylus cornuta,NA,NA,NA,NA,NA,NA,NA,-276.4,NA
Crimmins et al. 2011,Ericameria linearifolia,NA,NA,NA,NA,NA,NA,NA,-59.9,NA
Crimmins et al. 2011,Ericameria nauseosa,NA,NA,NA,NA,NA,NA,NA,-313.9,NA
Crimmins et al. 2011,Eriodictyon californicum,NA,NA,NA,NA,NA,NA,NA,-61.5,NA
Crimmins et al. 2011,Eriogonum fasciculatum,NA,NA,NA,NA,NA,NA,NA,61.4,NA
Crimmins et al. 2011,Fraxinus dipetala,NA,NA,NA,NA,NA,NA,NA,-100.4,NA
Crimmins et al. 2011,Garrya fremontii,NA,NA,NA,NA,NA,NA,NA,-154.4,NA
Crimmins et al. 2011,Hesperoyucca whipplei,NA,NA,NA,NA,NA,NA,NA,-130.6,NA
Crimmins et al. 2011,Heteromeles arbutifolia,NA,NA,NA,NA,NA,NA,NA,-53.1,NA
Crimmins et al. 2011,Juniperus californica,NA,NA,NA,NA,NA,NA,NA,-151.5,NA
Crimmins et al. 2011,Juniperus occidentalis,NA,NA,NA,NA,NA,NA,NA,-745.1,NA
Crimmins et al. 2011,Lithocarpus densiflorus,NA,NA,NA,NA,NA,NA,NA,-492.7,NA
Crimmins et al. 2011,Pinus attenuata,NA,NA,NA,NA,NA,NA,NA,284.2,NA
Crimmins et al. 2011,Pinus jeffreyi,NA,NA,NA,NA,NA,NA,NA,86.1,NA
Crimmins et al. 2011,Pinus lambertiana,NA,NA,NA,NA,NA,NA,NA,-176.8,NA
Crimmins et al. 2011,Pinus monticola,NA,NA,NA,NA,NA,NA,NA,-416.3,NA
Crimmins et al. 2011,Pinus ponderosa,NA,NA,NA,NA,NA,NA,NA,70.8,NA
Crimmins et al. 2011,Pinus sabiniana,NA,NA,NA,NA,NA,NA,NA,-119.7,NA
Crimmins et al. 2011,Prunus emarginata,NA,NA,NA,NA,NA,NA,NA,-36.7,NA
Crimmins et al. 2011,Pseudotsuga menziesii,NA,NA,NA,NA,NA,NA,NA,239,NA
Crimmins et al. 2011,Pteridium aquilinum,NA,NA,NA,NA,NA,NA,NA,744.2,NA
Crimmins et al. 2011,Purshia tridentata,NA,NA,NA,NA,NA,NA,NA,-316.3,NA
Crimmins et al. 2011,Quercus berberidifolia,NA,NA,NA,NA,NA,NA,NA,667.7,NA
Crimmins et al. 2011,Quercus chrysolepis,NA,NA,NA,NA,NA,NA,NA,-94.9,NA
Crimmins et al. 2011,Quercus douglasii,NA,NA,NA,NA,NA,NA,NA,-30.4,NA
Crimmins et al. 2011,Quercus durata,NA,NA,NA,NA,NA,NA,NA,-156.8,NA
Crimmins et al. 2011,Quercus garryana,NA,NA,NA,NA,NA,NA,NA,-31,NA
Crimmins et al. 2011,Quercus kelloggii,NA,NA,NA,NA,NA,NA,NA,-37,NA
Crimmins et al. 2011,Quercus vacciniifolia,NA,NA,NA,NA,NA,NA,NA,-93.5,NA
Crimmins et al. 2011,Rhamnus crocea,NA,NA,NA,NA,NA,NA,NA,483.6,NA
Crimmins et al. 2011,Rhamnus ilicifolia,NA,NA,NA,NA,NA,NA,NA,-232.3,NA
Crimmins et al. 2011,Rhus trilobata,NA,NA,NA,NA,NA,NA,NA,160.2,NA
Crimmins et al. 2011,Ribes roezlii,NA,NA,NA,NA,NA,NA,NA,247,NA
Crimmins et al. 2011,Salvia leucophylla,NA,NA,NA,NA,NA,NA,NA,293.6,NA
Crimmins et al. 2011,Symphoricarpos mollis,NA,NA,NA,NA,NA,NA,NA,-690.7,NA
Crimmins et al. 2011,Toxicodendron diversilobum,NA,NA,NA,NA,NA,NA,NA,162.7,NA
Crimmins et al. 2011,Tsuga mertensiana,NA,NA,NA,NA,NA,NA,NA,-255.1,NA
Crimmins et al. 2011,Umbellularia californica,NA,NA,NA,NA,NA,NA,NA,-558.2,NA
Crimmins et al. 2011,Vaccinium ovatum,NA,NA,NA,NA,NA,NA,NA,-186.8,NA
Crimmins et al. 2011,Vaccinium parvifolium,NA,NA,NA,NA,NA,NA,NA,-206.9,NA
Crimmins et al. 2011,Vulpia myuros,NA,NA,NA,NA,NA,NA,NA,-13.7,NA
Crimmins et al. 2011,Wyethia mollis,NA,NA,NA,NA,NA,NA,NA,-352.6,NA
DeLuca & King 2017,Catharus bicknelli,NA,NA,NA,NA,NA,NA,-17.4,2,13.67
DeLuca & King 2017,Catharus ustulatus,NA,NA,NA,NA,NA,NA,-33.09,-6.48,13.89
DeLuca & King 2017,Empidonax flaviventris,NA,NA,NA,NA,NA,NA,-11.2,-5.69,-22.05
DeLuca & King 2017,Junco hyemalis,NA,NA,NA,NA,NA,NA,-30.1,-12.07,1.36
DeLuca & King 2017,Poecile hudsonicus,NA,NA,NA,NA,NA,NA,2.21,4.46,-10.09
DeLuca & King 2017,Setophaga coronata,NA,NA,NA,NA,NA,NA,-13.89,-1.01,1.75
DeLuca & King 2017,Setophaga magnolia,NA,NA,NA,NA,NA,NA,-5.58,7.62,41.06
DeLuca & King 2017,Setophaga striata,NA,NA,NA,NA,NA,NA,-11.3,-1.87,9.11
DeLuca & King 2017,Troglodytes troglodytes,NA,NA,NA,NA,NA,NA,-21.33,-14.17,-15.99
DeLuca & King 2017,Vermivora ruficapilla,NA,NA,NA,NA,NA,NA,-24.53,-7.43,50.94
DeLuca & King 2017,Zonotrichia albicollis,NA,NA,NA,NA,NA,NA,2.6,3.1,-0.106382979
Dieker et al. 2011,Zygaena anthyllidis,1820,NA,3157,1970,NA,3157,150,NA,0
Dieker et al. 2011,Zygaena exulans,1860,NA,3157,2290,NA,3157,430,NA,0
